CODE|STR
L41.3|RAYOS X (EXPLORACION) HUESO
L41.4|TOMOGRAFIA HUESO
L41.5|ESTUDIO OSTEOPOROSIS
L41.6|SCREENING OSTEOPENIA
L44.1|PROFILAXIS OSTEOPOROSIS POSTMENOPAUSICA
L51.1|ARTICULACION ASPIRACION EN TERAPEUTICA
L54.2|AJUSTE E INSERCION MIEMBROS ARTIFICIALES
L54.25|PROTESIS CADERA
L54.4|AJUSTE E INSERCION TIRANTES (ESPALDA,PIERNA,CUELLO)
L54.6|APLICACION ESCAYOLA
L54.7|APLICACION FERULA
L54.9|ARTICULACION FIJACION DE
L54.10|ARTRODESIS
L54.12|ESCAYOLA DISTENSION
L54.14|ESCAYOLA FRACTURA
L54.16|FIJACION, SOPORTE (EX.) ARTICULAR
L54.17|FIJACION, SOPORTE (EX.) MUSCULAR (ESGU., DIST.)
L54.18|REDUCCION Y FIJACION DE FRACTURA DESPLAZADA
L54.20|REPARACION Y FIJAC. NC DISLOCACION
L54.22|SOPORTE ARTICULACION
L54.24|VENDA ADHESIVA, PARA ESGUINCES Y DISTENS.
L55.1|ARTICULACION INYECCION EN
L55.3|INFILTRACION TENDON
L57.3|REHABILITACION ESPALDA
L57.1|AJUSTE E INSERCION VERTEBRA SUBLUXADA
L57.2|ARTICULACION MANIPULACION DE
L70.15|ARTROSIS/ARTRITIS PIOGENA
L70.1|ABSCESO ARTICULAR
L70.12|PERIOSTEITIS
L70.10|PERIOSTIO (INFECCION)
L70.8|OSTEOMIELITIS AGUDA
S02.2|PRURITO (PICOR DE) CUERO CABELLUDO
S02.6|PRURITO (PICOR DE) PELO
S02.0|PRURITO (NO MAPEA)
S03.4|VERRUGA/S PLANA/S
S03.7|VERRUGAS VIRALES
S03.0|VERRUGAS (NO MAPEA)
S03.2|VERRUGA VULGAR
S03.3|VERRUGA/S
S04.10|VERDUGONES
S04.8|RONCHAS
S04.7|QUISTE PIEL
S04.20|CEFALOHEMATOMA
S04.0|INFLAMACION/MASA LOCALIZADA (NO MAPEA)
S04.16|QUISTE
S04.14|NODULO
S04.12|CUERNO CUTANEO
S04.1|BULTO, DETRAS DE LA OREJA
S04.3|HINCHAZON CUTAN. (LOCALI.)
S04.9|TUMOR LOCALIZADO CUTANEO
S16.5|CONTUSION DE ANTEBRAZO
S16.6|CONTUSION DE BRAZO
S16.8|CONTUSION DE CUELLO
S16.10|CONTUSION DE ESPALDA
S16.11|CONTUSION DE HOMBRO
P99.1|ALTERACION CONDUCTA ADULTO
R01.2|DOLOR TORAX RESPIRATORIO NC
R01.3|MOLESTIES AL RESPIRAR
R02.11|ASFIXIA
R02.10|DISNEA SUSPIROSA
R02.7|SENSACION SOFOCACION/DISNEA
R02.8|DISNEA DE ESFUERZO
R02.1|DIFICUL. RESPIRACION
R02.2|DISNEA
R02.9|DISNEA O ANORM RESPIRATORIA / ORTOPNEA / APNEA / TAQUIPNEA
R02.4|RESPIRACION DISNEICA
R02.5|RESPIRACION LABORIOSA
R02.12|INSUFICIENCIA RESPIRATORIA AGUDA
R02.0|FATIGA RESPIRATORIA/DISNEA (NO MAPEA)
R02.3|PROBLEMA RESPIRACION FALTA DE NC
R03.1|ANORMAL RUIDOS RESPIRATORIOS
R03.7|BRONCOESPAMO (EXCLUIDO FARMACOS)
R03.6|BRONCOESPASMO
R03.5|RONCUS
R04.2|ESTERTORES (RESP. RUID.)
R04.3|RONCAR
R04.0|OTROS PROBLEMAS DE LA RESPIRACION (NO MAPEA)
R05.16|TOS, FIEBRE (AG./CRO.)
R05.17|TOS LARINGEA
R05.0|TOS (NO MAPEA)
R05.1|TOS, EXPECTORACION (AG./CRO.)
R05.2|TOS, EXPECTORACION FUMADORES (AG./CRO.)
R05.3|TOS, EXPECTORACION, FIEBRE (AG./CRO.)
R05.4|TOS
R05.5|TOS IRRITATIVA NC
R05.6|TOS CRONICA
R05.7|TOS ESPASTICA
R05.8|TOS NO PRODUCTIVA
R05.9|TOS PERSISTENTE
R05.10|TOS PERTUSSOIDE
R05.11|TOS RESIDUAL
R05.12|TOS, HIPERREACTIVIDAD BRONQUIAL (HRB)
R05.13|TOS NOCTURNA
R05.14|TOS ALERGICA
R06.2|EPISTAXIS DE REPETICION
R07.6|NASAL OBSTRUCCION
R07.8|SECRECION NASAL
R07.9|ESTORNUDOS/CONGESTION NASAL
R07.11|SEQUEDAD NASAL
R07.12|DIFICUL. RESPIRACION NASAL
S87.0|DERMATITIS/ECCEMA ATOPICO (NO MAPEA)
S87.3|ECCEMA ATOPICO NC
S87.1|DERMATITIS ATOPICA NC
S88.12|DERMATITIS PERIANAL
S88.13|DERMATITIS PLANTAR
S88.14|ECCEMA AXILAR
S88.15|ECCEMA CARA
S88.16|ECCEMA CUELLO
S88.18|ECCEMA DISHIDROTICO
S88.20|ECCEMA MANOS
S88.21|ECCEMA NUMULAR
S88.22|ECCEMA PERIANAL
S88.23|ECCEMA RETROAURICULAR
S88.24|DERMATITIS QUIMICA
S88.10|DERMATITIS CUERO CABELLUDO
T71.2|CARCINOMA ANAPLASIC TIROIDES
T71.5|LIMFOMA TIROIDES
T71.0|NEOPLASIAS MALIGNAS DE TIROIDES (NO MAPEA)
T71.3|CARCINOMA FOL.LICULAR TIROIDES
T71.4|CARCINOMA PAPIL.LAR TIROIDES
T72.0|NEOPLASIAS BENIGNAS DE TIROIDES (NO MAPEA)
T72.1|ADENOMA TIROIDES, DE
T73.9|ADENOMA SUPRARRENAL
T73.8|NEUROBLASTOMA
T73.6|SINDROME CARCINOIDE
T73.4|NEOPLASIA ENDOCRINA MULTIPLE TIPO III
T73.3|NEOPLASIA ENDOCRINA MULTIPLE TIPO II
T73.2|NEOPLASIA MALIGNA GLADULAS ENDOC. NC
T78.1|TIREOGLOSO CONDUCTO, PERSISTENTE
T78.2|TIREOGLOSO QUISTE
T78.3|CONDUCTO/QUISTE TIROGLOSO
T80.2|HIPERPLASIA SUPRARRENAL CONGENITA
T80.5|HIPERPLASIA SUPRARRENAL
T80.4|HIPOTIROIDISMO CONGENITO
S08.0|CAMBIOS EN EL COLOR DE LA PIEL (NO MAPEA)
S08.10|ALTERACION COLOR DE LA CARA, NC
S08.6|MANCHA CAFE CON LECHE
S09.4|INFECCION, UÑA NC
S09.0|DEDO DE LA MANO/DEL PIE INFECTADO (NO MAPEA)
S09.5|PANADIZO
S09.2|CELULITIS (LOCALIZ.) DEDOS (PIE/MANO)
S10.8|ABSCESO CUTANEO DRENAJE DE
S10.10|ABSCESO CUTANEO ASPIACION DE
S10.11|FOLICULITIS NC
S10.13|FOLICULITIS BARBA
S10.2|ABSCESO NO CLASIFICADO
S10.3|ANTRAX
S10.5|ABSCESO INGUINAL
S10.6|ABSCESO MAMARIO
S12.0|PICADURA DE INSECTO (NO MAPEA)
S12.1|MORDEDURA INSECTO, DE (PICADURA)
S12.2|PICADURA
S12.4|PICADURA DE INSECTO (TOXICA)
N71.7|MENINGITIS POR ENTEROVIRUS NC
N72.1|TETANOS
N72.0|TETANOS (NO MAPEA)
N73.1|EFECTO TARDIO INFECCIONES SNC
N73.2|FLEBITIS INTRACRANEAL (INFEC.)
N73.4|ABSCESO INTRACRANEAL
N73.5|ENFERMEDAD JAKOB-CREUTZFELDT
N73.7|LENTO, INFECC. POR VIRUS
N74.0|NEO MALIGNAS DEL SISTEMA NERVIOSO (NO MAPEA)
N74.3|NEOPLASIA MALIGNA MENINGES
N74.1|NEOPLASIA MALIGNA CEREBRO (CUALQ. PARTE)
N75.6|NEURINOMA DEL ACUSTICO
N75.3|NEOPLASIA BENIGNA MEDULA ESPINAL
N75.2|NEOPLASIA BENIGNA CEREBRO (CUALQ. PARTE)
N75.4|NEOPLASIA BENIGNA MENINGES
N79.0|CONMOCION CEREBRAL (NO MAPEA)
N79.2|CONMOCION CEREBRAL
N79.3|CCR
N80.4|TRAUMATISMO CEREBRAL SIN FRACTURA DE CRANEO, CABEZA
N80.2|LACERACION Y CONTUSION CEREBRALES
N80.3|OTRO TRAUMATISMO CRANEAL, CRANEO, CABEZA
N80.1|INTRACRANEAL, LESION
N80.6|TRAUMATISMO CRANEOENCEFALICO
N80.7|TRAUMATISMO FACIAL
S88.8|ECCEMA DE CONTACTO
S88.6|ECCEMA NC
S88.5|DERMATITIS, NC
S88.2|DERMATITIS ALERGICA NC
S88.0|DERMATITIS DE CONTACTO/ALERGICA (NO MAPEA)
S88.11|DERMATITIS MANOS
S89.0|DERMATITIS DEL PAÑAL (NO MAPEA)
S89.1|DERMATITIS DEL PAÑAL NC
S89.2|RASH, EXANT., PAÑAL
S90.1|PITIRIASIS ROSADA
S91.3|PSORIASIS EN GOTAS
S91.4|PSORIASIS EN PLACAS
S91.5|PSORIASIS EN CUERO CABELLUDO
S91.7|PSORIASIS INVERTIDA
S91.0|PSORIASIS (NO MAPEA)
S91.1|ARTROPATIA (ASOCIADA A) PSORIASIS
S92.0|ENF GLANDULAR SUDORIPARAS (NO MAPEA)
S92.1|DISHIDROSIS
S92.4|HIDROSADENITIS/OTRAS ENF. DE LAS GLANDULAS SUDORIP.
S92.5|HIPERHIDROSIS (PATOL.)
S92.6|SUDAMINA (MILIARIA RUB.)
S92.3|GOLONDRINO
S93.1|QUISTE SEBACEO
S93.0|QUISTE SEBACEO (NO MAPEA)
S94.0|UÑA ENCARNADA (NO MAPEA)
S94.1|ENCARNADA, UÑA
S95.0|MOLLUSCUM CONTAGIOSUM (NO MAPEA)
S95.1|MOLUSCO CONTAGIOSO
S96.2|ACNE VULGAR
S96.3|ACNE NODUL-QUISTIC
S96.0|ACNE (NO MAPEA)
S96.6|GRANO/S
S96.7|ACNE NEONATAL
S97.0|ULCERA CRONICA DE LA PIEL (NO MAPEA)
S97.4|ULCERA, ULCERACION PIEL
S97.5|ULCERA DE PIE DIABETICO
S98.1|LESION PIEL URTICARIA NC
S98.0|URTICARIA (NO MAPEA)
S98.3|RASH URTICARIFORME
S98.4|HABONES
S98.6|URTICARIA ALERGICA
S98.7|URTICARIA COLINERGICA
S98.9|URTICARIA CRONICA IDIOPATICA
S98.12|URTICARIA SOLAR
S98.13|URTICARIA A FRIGORE
S98.15|URTICARIA FACTICIA
S98.16|MASTOCITOSIS
S99.0|OTRAS ENFERMEDADES DE LA PIEL (NO MAPEA)
S99.2|CICATRIZ
S99.4|ENFERMEDAD PIEL NC
S99.6|ERITEMA MULTIFORME
S99.7|ERITEMA NODOSO
S99.9|LIQUEN PLANO
S99.12|PITIRIASIS RUBRA PILARIS
S99.14|VITILIGO
S99.17|GRANULOMA PIOGENICO
S99.18|PIODERMA GANGRENOSO
S99.20|PRURIGO
S99.24|GRANULOMA ANULAR
S99.26|LIQUEN ESCLEROATROFICO
S99.27|OTRA DERMATOSIS
S99.29|PITIRIASIS CAPITIS
S99.31|OTRAS ENFERMEDADES DE LAS UÑAS
S99.34|ONICOGRIFOSIS UÑA EN GARRA
S99.36|DERMATITIS FACTICIA, ARTIFICIAL NC
S99.37|NEURODERMATITIS
S99.39|HIPERQUERATOSIS
S99.42|GRANULOMA CUERPO EXTRAÐO
S99.44|VERRUGA SEBORREICA
S99.46|DERMATOSIS
T01.2|SED, SEDIENTO
T02.2|APETITO EXCESIVO
T02.3|SENTIR HAMBRE
T02.4|POLIFAGIA
T02.0|APETITO EXCESIVO (NO MAPEA)
T03.0|PERDIDA DE APETITO (NO MAPEA)
T03.9|ANOREXIA
T03.6|PERDIDA, DISMINUCION DEL APETITO (NO PSICOLOGICO)
T03.5|ANOREXIA LLEU (NO NERVIOSA)
T03.1|APETITO DISMINUCION DEL
T03.3|APETITO PERDIDA DEL
T04.13|REGURGITACION
T04.11|REGURGITACION (NIÑO)
T04.9|PROBLEMA ALIMENTACION NIÑO NC
T04.8|NIÑO VOMITADOR
T04.6|NIÑO  PROBL. DE ALIMENTACION
T04.4|ALTERACION ALIMENTACION (NO PSICOGENA) NIÑO
T04.1|ADOLESCENCIA PROBLEMAS (DE) ALIMENTACION
T04.0|PROBL ALIMENTACION LACTANTE/NIÑO (NO MAPEA)
T05.3|PROBLEMA COMIDA ADULTO NC
T05.6|APETITO CAMBIOS EN EL
T05.5|PROBLEMA ALIMENTACION NC
T05.4|RECHAZO ALIMENTACION ADULTO
T05.0|PROBL ALIMENTACION EN EL ADULTO (NO MAPEA)
T07.3|INCREMENTO PESO
T07.2|EXCESO (EXCESIVO) PESO, GANANCIA
T07.1|ENGORDAR, GANAR PESO (NO OBSESIDAD)
T08.4|CAQUEXIA
T08.0|PERDIDA DE PESO (NO MAPEA)
T08.3|QUERER PERDER PESO
T08.2|EXCESO (EXCESIVO) PESO, PERDIDA
T10.1|ADOLESCENCIA PROBLEMAS (DE) CRECIMIENTO/DESAR.
T10.2|BAJO DE ESTATURA
T10.15|ALTERACION CRECIMIENTO Y DESARROLLO 
T10.3|CRECIMIENTO ESCASO
T10.5|DISMINUCION ESTATURA
T10.6|FALLO PROSPERAR, DESARRO.
T10.7|FALTA DESARROLLO
T10.9|POBRE GANANCIA DE PESO (NIÑOS)
T10.10|PROBLEMA CRECIMIENTO NC
T10.11|RETRASO FISIOLOGICO
P11.1|APETITO PERDIDA DEL PSICOGENO (NIÑOS)
P12.0|ENURESIS (NO MAPEA)
P12.5|ENURESIS NOCTURNA
P12.2|ENURESIS (PSICOGENA) NOCTURNA
P13.0|ENCOPRESIS (NO MAPEA)
R99.38|RINOFARINGITIS CRONICA
R99.40|FARINGOAMIGDALITIS CRONICA
R99.42|FARINGITIS ALERGICA
R99.44|FARINGITIS IRRITATIVA
R99.45|FARINGITIS SECA
S01.0|DOLOR/SENSIB ANORMAL DE LA PIEL (NO MAPEA)
S02.4|PRURITO GENERALIZADO
S02.5|PRURITO GENITAL
R85.13|NEOPLASIA FARINGE
R85.16|NODULO CUERDA VOCAL
R85.2|NEOPLASIA MALIGNA CUERDA VOCAL
R85.3|NEOPLASIA MALIGNA GLOTIS
R85.7|CANCER FARINGE
R85.9|CANCER PLEURAL
R85.11|NEO DE CAVUM
R86.1|CARCINOMA IN SITU, NC (DE) APRTO. RESP. (BENIGNO)
R86.6|POLIPO (BENIGNO) CUERDA VOCAL
R86.5|NEOPLASIA BENIGNA PULMON
R86.3|NEOPLASIA BENIGNA BRONQUIO
R87.3|EXTRAÑO, CUERPO NARIZ
R87.2|EXTRAÑO, CUERPO LARINGE
S77.2|LUNAR MELANOMA MALIGNO
S77.5|ULCERA, ULCERACION CORROSIVA (CARCINOMA PIEL)
S77.6|ESPINOCELULAR (CARCINOMA DE PIEL)
S77.7|SARCOMA DE KAPOSI
S77.0|NEOPLASIAS MALIGNAS DE LA PIEL (NO MAPEA)
S78.1|LIPOMA (PIEL)
S78.0|LIPOMA (NO MAPEA)
S79.2|NEOPLASIA BENIGNA PIEL NC LUNAR
S79.7|LENTIGO
S79.9|DERMATOFIBROMA
S79.11|FIBROMA/S
S79.12|PAPILOMA
S79.14|DERMOIDE, QUISTE
S80.2|QUERATOSIS
S80.4|FOTOSENSIBILIDAD
S80.0|QUERATOSIS/QUEMADURA SOLAR (NO MAPEA)
S81.0|HEMANGIOMA/LINFANGIOMA (NO MAPEA)
S81.7|MARCA, MANCHA VINO (OPORTO)
S81.5|ANGIOMA PLA
S81.3|NEVUS CAVERNOSO
S81.2|LINFANGIOMA CONGENITO
S82.13|NEVUS DE BECKER
S82.12|NEVUS SEBACEO
S82.11|NEVUS DISPLASIC
S82.9|NEVUS ACROMIC
S82.7|NEVUS CAMBIO COLOR/TAMAÐO
S82.5|LUNAR CAMBIO DE COL./TAMAÐO
S82.1|LUNAR CONGENITO
S82.3|NEVUS NO NEOPLASICO
S83.0|OTRAS ANOMALIAS CONGENITAS (NO MAPEA)
S84.3|IMPETIGEN ESTREPTOCOCCIC
S84.1|IMPETIGO
S84.4|ECZEMA IMPETIGINITZAT
S84.2|IMPETIGEN ESTAFILOCOCCIC
S84.0|IMPETIGO (NO MAPEA)
S85.2|FISTULA PILONIDAL
S85.4|SI PILONIDAL
S86.1|CASPA
S86.0|DERMATITIS SEBORREICA (NO MAPEA)
S86.3|DERMATITIS SEBORREICA NC
S86.4|ECCEMA SEBORREICO NC
S86.2|DERMATITIS ERITEMATOESCAMOSA NC
S12.5|PICADURA INSECTO COMUN CARA/CUELLO/CUER CABELL-SIN INFEC
S13.0|MORDEDURA HUMANA/ANIMAL (NO MAPEA)
S13.2|MORDEDURA HUMANA
S14.1|AMPOLLA CUTANEA QUEMADURA, POR
S14.2|ESCALDADURA
S14.0|QUEMADURAS/ESCALDADURAS (NO MAPEA)
S14.5|CREMADA GRAU I
S14.6|CREMADA GRAU III (NECROSI)
S15.2|EXTRAÐO CUERPO REMOCION DE PIEL
S15.1|EXTRAÑO, CUERPO PIEL
S16.0|CONTUSION/MAGULLADURA (NO MAPEA)
S16.32|CONTUSION LUMBAR
S16.3|CONTUSION NC
U78.2|NEOPLASIA BENIGNA RIÑON
U78.9|POLIPO (BENIGNO) CARUNCULA URETRAL
U78.0|NEO BENIGNAS DEL APARATO URINARIO (NO MAPEA)
U79.1|NEO RENAL
U79.3|PAPILOMA DE VEJIGA (VESICAL)
U80.0|LESIONES DEL APARATO URINARIO (NO MAPEA)
U80.4|TRAUMATISMO VESICAL
U80.2|TRAUMATISMO RENAL
U80.1|LESION APARATO URINARIO NC
U85.1|CONGENITA, ANOM. APARATO URINARIO
U85.17|DUPLICITAT SIST. EXCRETOR RENAL
U85.16|VALVULA DE URETRA POST.CONGENITA
U85.15|URETEROCELE
U85.13|RIÑON EN ESPONJA
U85.12|PTOSIS RENAL
U85.11|MALFORMACION CONGENITA RENAL
U85.10|HIPOPLASIA RENAL
U85.9|HIDRONEFROSIS CONGENITA
U85.8|FUSION RENAL
U85.7|ECTOPIA RENAL
U85.6|ECTASIA PIELICA CONGENITA
U85.3|RIÑON POLIQUISTICO (CONG.)
U88.1|GLOMERULONEFRITIS AGUDA
U88.6|NEFROTICO, SINDROME
U88.2|GLOMERULONEFRITIS CRONICA
U88.15|NEFROPATIA POR FARMACOS
U88.13|NEFROPATIA POR REFLUJO
U88.11|NEFRITIS INTERSTICIAL AGUDA
U88.9|GLOMERULONEFRITIS MEMBRANOSA
U88.8|GLOMERULONEFRITIS CON CAMBIOS MINIMOS
U88.0|NEFROSIS/GLOMERULONEFRITIS (NO MAPEA)
U90.2|ALBUMINURIA POSTURAL
U90.1|ALBUMINURIA ORTOSTATICA
U95.5|EXPULSION DE CALCULOS
U95.4|CALCULO VESICAL (URIN.)
U95.0|CALCULOS URINARIOS (NO MAPEA)
U95.1|CALCULO RENAL
U95.2|CALCULO URETERAL
U98.1|ALBUMINURIA
U98.4|MICROALBUMINURIA
U98.6|GLUCOSURIA (EX. RENAL)
U98.8|HIPEROXALIURIA
U98.10|LEUCOCITURIA
U98.13|GLUCOSURIA
U99.12|SINDROME DE BARTTER
U99.0|OTR PROB/ENFERMEDADES URINARIAS (NO MAPEA)
U99.11|SINDROME DE ALPORT
U99.10|INSUFICIENCIA RENAL CRONICA
T10.12|RETRASO CONSTITUCIONAL DEL CRECIMIENTO
T10.13|TALLA BAJA FAMILIAR
T11.1|DESHIDRATACION
T11.0|DESHIDRATACION (NO MAPEA)
T11.2|SIGNE DE PLEC CUTANI (DESHIDRATACIO)
T27.3|MIEDO (DE PADEC.) ENFERMEDAD HIPERCOLESTEROLEM.
T27.4|SOSPECHA (DE PADEC.) ENFERMEDAD HIPERCOLESTEROLEM.
T27.0|MIEDO OTR ENF ENDOCRINAS/METAB (NO MAPEA)
T27.1|MIEDO (DE PADEC.) DIABETES
T28.0|INCAP/MIN ENDOCR/METAB/NUTRI (NO MAPEA)
T29.10|PUBARQUIA (PRECOZ)
T29.14|QUERER GANAR PESO
T29.7|SINTOMA, QUEJA, SIGNO ENDOCRINOS NC
T29.5|PROBLEMA METABOLISMO NC
T29.2|CRECIMIENTO EXCESIVO
T70.1|INFECCION, GLANDULAS ENDOCRINAS NC
P76.7|TRASTORNO MAYOR UNICO RECIDIVANTE
P76.9|MELANCONIA
P76.11|DEPRESION MAYOR
P76.12|DEPRESION NEUROTICA / DEPRESION REACTIVA
P76.13|DEPRESION POSTPARTO
P76.14|TRASTORNO DEPRESIVO RECURRENTE
P76.15|ANSIEDAD CON DEPRESION
P76.16|DEPRESION CRONICA
P76.17|TRASTORNO ADAPTATIVO DEPRESIVO
P77.5|INTENT D'AUTOLISI
P77.3|SUICIDIO, SUICIDA (ACTOS/IDEAS/IMPULSOS)
P77.1|PARASUICIDIO
P77.0|SUICIDIO/INTENTO DE SUICIDIO (NO MAPEA)
P78.1|"ESTRES CRONICO (""SURMENAGE"")"
P78.0|NEURASTENIA/SUMENAGE (NO MAPEA)
P79.2|CLAUSTROFOBIA
P79.8|FOBIA ALS ANIMALS
P79.6|FOBIAS (NC)
P79.3|ESTADO FOBICO
P79.5|AGORAFOBIA
P80.11|TRAST. PERSONALITAT HISTRIONIC
P80.10|TRAST. PERSONALITAT ESQUIZOTIPIC
P80.0|TRASTORNOS DE LA PERSONALIDAD (NO MAPEA)
P80.16|PERSONALITAT ANSIOSA
P80.1|ALTERACION PERSONALIDAD (CUALQ.)
P80.3|PERSONALIDAD ASOCIAL
P80.4|PERSONALIDAD COMPULSIVA
P80.6|PERSONALIDAD INMADURA
P80.7|PERSONALIDAD PASIVA
P81.6|HIPERACTIVO, NIÐO
P81.4|HIPERACTIVIDAD
P81.3|DISMINUCION/DEFICIT DE LA ATENCION
P81.0|TRASTORNOS HIPERCINETICOS (NO MAPEA)
P82.0|TRASTORNO POR ESTRES POSTRAUMATICO (NO MAPEA)
P85.3|FALTA DERARROLLO MENTAL
P85.2|FALLO DESARROLLO MENTAL
P85.4|CAPACIDAD INTELECTUAL LIMITE (BORDER LINE)
P85.0|RETRASO MENTAL (NO MAPEA)
P85.5|OLIGOFRENIA
P86.0|ANOREXIA NERVIOSA/BULIMIA (NO MAPEA)
P86.1|ANOREXIA NERVIOSA
P98.0|OTRAS PSICOSIS NE (NO MAPEA)
P98.1|PSICOSIS, PSICOTICO PUERPERAL
P99.0|OTR PROB PSICOLOGICOS/MENTALES (NO MAPEA)
P99.3|PSICONEUROSIS NC
P01.10|TRASTORNO DE ANSIEDAD EXCESIVA
P02.7|REACCION DESPUES DE VIOLAC., ACTOS VLTOS.
P02.8|ESTRES
P02.9|DUELO DISFUNCIONAL
P02.10|PROBLEMA AGUDO DE ADAPTACION, TRASTORNO ADAPTATIVO
P02.12|SINDROME DE LA CUIDADORA, CUIDADOR
P02.14|ACOSO ESCOLAR
P02.2|DISTUR./ALTER. SITUACION TRANSIT.
P02.3|ESTRES AGUDO
P02.5|MUERTE (SUBITA) PROBLEMA EMOCIONAL
P03.1|DEPRIMIDO, DEPRESIVA
P03.3|LLANTO (EXCESIVO) ADULTO (DEPRESION)
P03.4|SENTIR DESESPERANZA
P03.8|SENTIRSE TRISTE
P03.9|SOLITARIO, DEPRIM.
P03.6|SENTIRSE MISERABLE
P04.1|AGITACION
P04.4|SENTIRSE AGITADO/IRRITABLE
P04.5|AGITACION NOCTURNA
P05.0|SENTIMIENTOS/CONDUCTA SENIL (NO MAPEA)
P05.4|INTRANQUILIDAD/ENVEJE.
P05.3|ENVEJECIMIENTO MIEDO AL
P06.0|TRASTORNOS DEL SUEÑO (NO MAPEA)
P06.20|APNEA DEL SUEÐO / HIPERSOMNIA
P06.2|INCAPACIDAD DORMIR
P06.4|PESADILLAS
P06.5|SONAMBULISMO
P06.6|NARCOLEPSIA/HIPERSOMNIA/SUEÑO EXCESIVO
P06.7|DESPERTAR PRECOÇ
P06.9|INSOMNI DE CONCILIACIO
P06.10|INSOMNI DE MANTENIMENT
P06.11|PARASOMNIA
P06.13|INSOMNIO CRONICO
P06.14|INSOMNIO NO ORGANICO NC
P06.15|NIÐO INSOMNE
P06.16|APNEA DEL SUEÐO (SINDROME)
P06.17|SOMNOLENCIA
P06.19|SIND. PICKWICK (APNEES DEL SON)
P06.1|DISTUR./ALTER. SUEÑO
P07.1|FRIGIDEZ
P07.4|DISMINUCION DEL DESEO SEXUAL
P07.3|PERDIDA LIBIDO MASCULINA (NO ORG.)
P07.2|PERDIDA LIBIDO FEMENINA
P08.3|PERDIDA POTENCIA SEX. (PSIQ.)
P08.5|PROBLEMA LIBIDO POTENC./SATISF. SEX. NC
P08.7|PROBLEMA SEXUAL DISFUNCION MASCULINA (PSIQ.) NC
P08.8|PROBLEMA SEXUAL DISFUNCION MASCULINA(PSIQ.)IMPOTENCIA PSI NC
P08.9|DISFUNCION ERECTIL
P08.13|PROBLEMA SEXUAL DISFUNCION MASCULINA (PSIQ.) IMPOTENCIA NC
P08.14|PROBLEMA SEXUAL DISFUNCION MASCULINA(PSIQ.)IMPOTENCIA OTR NC
P09.0|PREOCUPACION PREF SEXUAL (NO MAPEA)
P09.5|MASOQUISMO (SEXUAL)
P09.7|PROBLEMA HOMOSEX. (FEM./MASC.) NC
P09.9|PROBLEMA LIBIDO PREFERENCIAS SEX. NC
P09.10|SADISMO SEXUAL
P09.12|TRANSEXUALISMO
P09.14|INCLINACIO SEXUAL PROBLEMATICA
P09.2|BESTIALISMO
P09.4|FETICHISMO (SEXUAL)
P10.3|MOVIMIENTOS REPETITIVOS ESTEREOTIPADOS
P10.1|TARTAMUDEZ
P11.2|COMER DEMASIADO (NIÑO) (PSICOGENO)
P11.3|NIÑO PROBLEMAS DE ALIM. (PSICO.)
U99.9|INSUFICIENCIA RENAL AGUDA
U99.7|HIPERTR., HIPERTROFICO RENAL
U99.6|HIDRONEFROSIS
U99.5|FALLO RENAL
U99.4|ESTENOSIS URETRA
U99.3|ENFERMEDAD URINARIA NC
U99.2|ENFERMEDAD RENAL NC
U99.26|REFLUJO VESICOURETERAL
U99.24|ENFERMEDAD QUISTICA DEL RIÐON
U99.23|MONORRENO
U99.22|VEJIGA HIPERACTIVA
U99.21|QUISTE RENAL ADQUIRIDO
U99.20|INSUFICIENCIA RENAL PRERRENAL
U99.18|ENFERMEDAD RENAL CRONICA
U99.17|	INSUFICIENCIA RENAL CRONICA ESTADIO 3
U99.15|TRANSPLANTE RENAL
N80.9|TCE LEVE
N80.5|TRAUMATISMO CRANEAL
N81.5|OPTICO LESION DEL NERVIO (TRAU.)
N81.3|LESION SISTEMA NERVIOSO NC
N81.0|OTRAS LESIONES SISTEMA NERVIOSO (NO MAPEA)
N85.1|ANENCEFALIA
N85.2|CONGENITA, ANOM. SISTEMA NERVIOSO
N85.4|HIDROCEFALIA
N86.0|ESCLEROSIS MULTIPLE (NO MAPEA)
N86.1|ESCLEROSIS DISEMINADA
N87.0|ENF PARKINSON/PARKINSONISMO (NO MAPEA)
N88.8|EPILEPSIA VASCULAR
N88.0|EPILEPSIA (NO MAPEA)
N88.1|AUSENCIA (COMPL./PARCI.) (EPILEPSIA)
N88.2|AUSENCIA (COMPL./PARCI.) (EPILEPSIA) CONGENITA
N88.7|CRISIS PARCIALES COMPLEJAS
N88.4|EPILEPSIA (CUALQUIER TIPO)
N88.6|CRISI COMICIAL
N88.3|CONVULSIONES EPILEPTCAS
N89.1|CEFALEA, MIGRAÑA NC
N89.3|MIGRAÑA CLASICA, COMUN
N89.12|MIGRAÑA CATAMENIAL
N89.9|MIGRAÑA ACOMPAÑADA
N89.8|MIGRAÑA / JAQUECA CON AURA
N89.7|JAQUECA
N89.2|MIGRAÑA
N90.0|CEFALEA EN RACIMOS/CLUSTER (NO MAPEA)
N91.1|BELL, PARALISIS DE
N92.0|NEURALGIA DEL TRIGEMINO (NO MAPEA)
N92.1|TRIGEMINO, NEURALGIA DEL
N93.0|SINDROME DEL TUNEL CARPIANO (NO MAPEA)
N93.2|SINDROME TUNEL CARPIANO D
N93.1|CARPO, SINDR. DEL TUNEL DEL
